model_id,model_make_id,model_name,model_trim,model_year,model_body_style,model_engine_position,model_engine_cc,model_engine_num_cyl,model_engine_type,mode_engine_valves_per_cyl,model_engine_power_ps,model_engine_power_rpm,model_engine_torque_nm,model_engine_torque_rpm,model_engine_bore_mm,model_engine_stroke_mm,model_engine_compression,model_engine_fuel,model_top_speed_kph,model_0_to_100_kph,model_drive,model_transmission_type,model_seats,model_doors,model_weight_kg,model_length_mm,model_width_mm,model_height_mm,model_wheelbase,model_lkm_hwy,model_lkm_mixed,model_lkm_city,model_fuel_cap_l,model_sold_in_us,model_co2,model_make_display
55882,ford,Mondeo,2.0 TDCi Turnier Automatic,2010,Station Wagon,Front,1997,4,in-line,4,140,4000,320,1750,85,88,17.9:1,Diesel,205,10.1,Front,Automatic,5,5,1576,4840,1890,1550,2860,,5.9,,70,0,,Ford
55883,ford,Mondeo,2.0 Turnier Ambiente Automatic,2010,Station Wagon,Front,1999,4,in-line,4,145,6000,191,4500,87.5,83.1,,Gasoline - Premium,210,10.2,Front,Automatic,5,5,1437,4810,1820,1430,2760,,8.1,,59,0,,Ford
55884,ford,Mondeo,2.5 Automatic,2010,Station Wagon,Front,2521,5,in-line,4,220,5000,320,1500,83,93.2,9.0:1,Gasoline - Premium,245,7.5,Front,Automatic,5,5,1632,4780,1890,1510,2860,,9.3,,70,0,,Ford
55885,ford,Mondeo,2.0 Ambiente Automatic,2011,Sedan,Front,1999,4,in-line,4,145,6000,190,4500,,,11.0:1,Gasoline - Premium,210,9.8,Front,Automatic,5,4,1369,4740,1820,1420,2760,,7.9,,59,0,,Ford
55886,ford,Mondeo,2.0 TDCi Ambiente Automatic,2011,Sedan,Front,1998,4,in-line,4,115,4000,280,1900,86,86,18.0:1,Diesel,197,11.1,Front,Automatic,5,4,1484,4740,1820,1420,2760,,5.7,,59,0,,Ford
55887,ford,Mondeo,2.0 TDCi Turnier Automatic,2011,Station Wagon,Front,1997,4,in-line,4,140,4000,320,1750,85,88,17.9:1,Diesel,205,10.1,Front,Automatic,5,5,1576,4840,1890,1550,2860,,5.9,,70,0,,Ford
55888,ford,Mondeo,2.0 Turnier Ambiente Automatic,2011,Station Wagon,Front,1999,4,in-line,4,145,6000,191,4500,87.5,83.1,,Gasoline - Premium,210,10.2,Front,Automatic,5,5,1437,4810,1820,1430,2760,,8.1,,59,0,,Ford
55889,ford,Mondeo,2.5 Automatic,2011,Station Wagon,Front,2521,5,in-line,4,220,5000,320,1500,83,93.2,9.0:1,Gasoline - Premium,245,7.5,Front,Automatic,5,5,1632,4780,1890,1510,2860,,9.3,,70,0,,Ford
55890,ford,Mondeo,2.0 Ambiente Automatic,2012,Sedan,Front,1999,4,in-line,4,145,6000,190,4500,,,11.0:1,Gasoline - Premium,210,9.8,Front,Automatic,5,4,1369,4740,1820,1420,2760,,7.9,,59,0,,Ford
55891,ford,Mondeo,2.0 TDCi Ambiente Automatic,2012,Sedan,Front,1998,4,in-line,4,115,4000,280,1900,86,86,18.0:1,Diesel,197,11.1,Front,Automatic,5,4,1484,4740,1820,1420,2760,,5.7,,59,0,,Ford
55892,ford,Mondeo,2.0 TDCi Turnier Automatic,2012,Station Wagon,Front,1997,4,in-line,4,140,4000,320,1750,85,88,17.9:1,Diesel,205,10.1,Front,Automatic,5,5,1576,4840,1890,1550,2860,,5.9,,70,0,,Ford
55893,ford,Mondeo,2.0 Turnier Ambiente Automatic,2012,Station Wagon,Front,1999,4,in-line,4,145,6000,191,4500,87.5,83.1,,Gasoline - Premium,210,10.2,Front,Automatic,5,5,1437,4810,1820,1430,2760,,8.1,,59,0,,Ford
55894,ford,Mondeo,2.5 Automatic,2012,Station Wagon,Front,2521,5,in-line,4,220,5000,320,1500,83,93.2,9.0:1,Gasoline - Premium,245,7.5,Front,Automatic,5,5,1632,4780,1890,1510,2860,,9.3,,70,0,,Ford
55920,ford,Mustang,4.6 Automatic,1994,Coupe,Front,4601,8,V,4,321,5300,415,4800,90.2,90,,Gasoline,,,Rear,Automatic,4,2,1670,4660,1860,1360,2580,,,,59,1,,Ford
55921,ford,Mustang,Automatic,1994,Coupe,Front,3797,6,V,2,145,4000,298,2750,96.9,86,,Gasoline,,,Rear,Automatic,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
55922,ford,Mustang,Convertible Automatic,1994,Convertible,Front,4940,8,V,,215,4000,,,,,,Gasoline,,,Rear,Automatic,4,2,1470,4660,1860,1360,2580,,,,,1,,Ford
55923,ford,Mustang,Automatic,1995,Coupe,Front,3797,6,V,2,145,4000,298,2750,,,,Gasoline,,,Rear,Automatic,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
55924,ford,Mustang,Convertible Automatic,1995,Convertible,Front,4942,8,V,,215,4000,,,,,,Gasoline,,,Rear,Automatic,4,2,1470,4660,1860,1360,2580,,,,,1,,Ford
55925,ford,Mustang,Automatic,1996,Coupe,Front,3797,6,V,2,145,4000,298,2750,96.8,86,,Gasoline,,,Rear,Automatic,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
55926,ford,Mustang,Convertible Automatic,1996,Convertible,Front,4942,8,V,,215,4000,,,,,,Gasoline,,,Rear,Automatic,4,2,1470,4660,1860,1360,2580,,,,,1,,Ford
55927,ford,Mustang,Automatic,1997,Coupe,Front,3795,6,V,2,145,4000,298,2750,96.8,86,,Gasoline,,,Rear,Automatic,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
55928,ford,Mustang,Convertible Automatic,1997,Convertible,Front,4942,8,V,,215,4000,,,,,,Gasoline,,,Rear,Automatic,4,2,1476,4660,1860,1360,2580,,,,,1,,Ford
55929,ford,Mustang,Automatic,1998,Coupe,Front,3797,6,V,2,145,4000,298,2750,96.8,86,,Gasoline,,,Rear,Automatic,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
55930,ford,Mustang,Automatic,1999,Coupe,Front,3801,6,V,2,190,5250,298,2750,,,,Gasoline,,,Rear,Automatic,4,2,1410,4620,1830,1360,2580,,,,45,1,,Ford
55931,ford,Mustang,Convertible Automatic,1999,Convertible,Front,4605,8,V,,260,5250,406,4000,90.2,90,9.0:1,Gasoline,,,Rear,Automatic,4,2,1482,4660,1860,1360,2580,,,,59,1,,Ford
55932,ford,Mustang,Automatic,2000,Coupe,Front,3801,6,V,2,190,5250,298,2750,,,,Gasoline,,,Rear,Automatic,4,2,1392,4660,1860,1360,2580,,6.5,,45,1,,Ford
55933,ford,Mustang,Convertible Automatic,2000,Convertible,Front,4603,8,V,,264,5250,406,4000,90.2,90,9.0:1,Gasoline,,,Rear,Automatic,4,2,1480,4660,1860,1360,2580,,,,59,1,,Ford
55934,ford,Mustang,Automatic,2001,Coupe,Front,3801,6,V,2,190,5250,298,2750,,,,Gasoline,,,Rear,Automatic,4,2,1412,4620,1830,1350,2880,,9.1,,45,1,,Ford
55935,ford,Mustang,Convertible Automatic,2001,Convertible,Front,4605,8,V,,264,5250,407,4000,90.2,90,,Gasoline,,,Rear,Automatic,4,2,1480,4660,1860,1360,2580,,,,59,1,,Ford
55936,ford,Mustang,Automatic,2003,Coupe,Front,3801,6,V,2,191,5250,298,2750,,,,Gasoline,,,Rear,Automatic,4,2,1410,4660,1860,1360,2580,,,,45,1,,Ford
55937,ford,Mustang,4.6 Automatic,2004,Coupe,Front,4606,8,V,3,300,6000,427,4500,90.1,90,9.8:1,Gasoline,,,Rear,Automatic,4,2,1662,4770,1880,1390,2620,,11.2,,59,1,,Ford
55938,ford,Mustang,Automatic,2004,Coupe,Front,3931,6,V,2,203,5250,310,3500,100.4,84.4,11.0:1,Gasoline,,,Rear,Automatic,4,2,1387,4770,1880,1390,2720,,11.2,,61,1,,Ford
55939,ford,Mustang,Automatic,2005,Coupe,Front,4009,6,V,2,213,5250,335,3500,100.5,84.4,11.0:1,Gasoline,,,Rear,Automatic,4,2,1387,4770,1880,1390,2720,,11.2,,61,1,,Ford
56353,ford,Ranger,3.0 Automatic,1983,Pickup,Front,3000,6,V,,147,5000,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56354,ford,Ranger,4.0 Automatic,1983,Pickup,Front,3998,6,V,,160,4200,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56355,ford,Ranger,Automatic,1983,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56356,ford,Ranger,Automatic,1984,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56357,ford,Ranger,Automatic,1986,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,1770,,,,,,,1,,Ford
56358,ford,Ranger,Automatic,1987,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,1810,,,,,,,1,,Ford
56359,ford,Ranger,Automatic,1988,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,1750,,,,,,,1,,Ford
56360,ford,Ranger,Automatic,1989,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56361,ford,Ranger,Automatic,1990,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56362,ford,Ranger,Automatic,1991,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,,,,,,,,1,,Ford
56363,ford,Ranger,Automatic,1992,Pickup,Front,2298,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Automatic,,,,4690,1760,,,,,,,1,,Ford
56364,ford,Ranger,3.0 Automatic,2001,Pickup,Front,2970,6,V,,,,,,,,,Gasoline,,,4WD,Automatic,2,,1790,5090,1760,1750,3010,,,,,1,,Ford
56365,ford,Ranger,4.0 Automatic,2001,Pickup,Front,4000,6,V,,,,,,,,,Gasoline,,,4WD,Automatic,,,1840,5090,1760,1750,3010,,,,,1,,Ford
56366,ford,Ranger,Automatic,2001,Pickup,Front,2300,4,in-line,,130,6000,203,,,,,Gasoline,,,4WD,Automatic,2,,1720,4770,1770,1740,3010,,,,,1,,Ford
56367,ford,Ranger,Automatic,2002,Pickup,Front,2300,4,in-line,,130,6000,207,,,,,Gasoline,,,4WD,Automatic,2,,1720,4770,1770,1660,3010,,,,55,1,,Ford
56368,ford,Ranger,Automatic,2003,Pickup,Front,2300,4,in-line,,,,,,,,,Gasoline,,,4WD,Automatic,2,,1720,5090,1760,1750,3010,,,,,1,,Ford
56369,ford,Ranger,Automatic,2004,Pickup,Front,2300,4,in-line,,,,,,,,,Gasoline,,,4WD,Automatic,2,,1720,5090,1760,1750,3010,,,,,1,,Ford
56370,ford,Ranger,Automatic,2005,Pickup,Front,2300,4,in-line,,,,,,,,,Gasoline,,,4WD,Automatic,2,,1720,5090,1760,1750,3010,,,,,1,,Ford
56748,ford,S-Max,1.6 EcoBoost Automatic,2010,Minivan,Front,1600,4,in-line,,162,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56749,ford,S-Max,2.0 EcoBoost Automatic,2010,Minivan,Front,2000,4,in-line,,205,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56750,ford,S-Max,1.6 EcoBoost Automatic,2011,Minivan,Front,1600,4,in-line,,162,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56751,ford,S-Max,2.0 EcoBoost Automatic,2011,Minivan,Front,2000,4,in-line,,205,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56752,ford,S-Max,1.6 EcoBoost Automatic,2012,Minivan,Front,1600,4,in-line,,162,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56753,ford,S-Max,2.0 EcoBoost Automatic,2012,Minivan,Front,2000,4,in-line,,205,,,,,,,Gasoline,,,Front,Automatic,5,5,,,,,,,,,,0,,Ford
56885,ford,Taunus,1.6 Automatic,1976,,Front,1593,4,in-line,,68,5200,115,2700,87.7,66,,Gasoline,,,Rear,Automatic,,,1035,4350,1710,1330,2580,,,,,1,,Ford
56886,ford,Taunus,1.6 Turnier Automatic,1976,,Front,1593,4,in-line,,68,5200,115,2700,87.7,66,,Gasoline,,,Rear,Automatic,,,1056,4450,1720,1360,2590,,,,,1,,Ford
56887,ford,Taunus,2.0 Automatic,1976,,Front,1998,4,in-line,,97,5200,152,3500,90.8,77,,Gasoline,,,Rear,Automatic,,2,1060,4350,1710,1330,2590,,,,54,1,,Ford
56888,ford,Taunus,2.0 Turnier Automatic,1976,,Front,1993,6,V,,90,5000,149,3000,,,,Gasoline,,,Rear,Automatic,4,,1115,4450,1720,1360,2590,,,,,1,,Ford
56889,ford,Taunus,2.3 Automatic,1976,,Front,2294,6,in-line,,107,5000,177,3000,90,60.1,,Gasoline,,,Rear,Automatic,5,,1116,4350,1710,1330,2580,,,,,1,,Ford
56890,ford,Taunus,2.3 Turnier Automatic,1976,,Front,2294,6,V,,107,5000,177,3000,,,9.0:1,Gasoline,,,Rear,Automatic,,,1115,4450,1720,1360,2590,,,,,1,,Ford
56898,ford,Telstar,Automatic,1982,,Front,1998,4,in-line,,96,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56899,ford,Telstar,Automatic,1983,,Front,1998,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56900,ford,Telstar,Automatic,1984,,Front,1998,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1032,4390,1700,1420,2520,,,,,0,,Ford
56901,ford,Telstar,Automatic,1985,,Front,1996,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56902,ford,Telstar,Automatic,1986,,Front,1998,4,in-line,,95,5000,159,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56903,ford,Telstar,Automatic,1987,,Front,1998,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56904,ford,Telstar,Automatic,1988,,Front,1997,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56905,ford,Telstar,Automatic,1989,,Front,1998,4,in-line,,95,5000,159,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56906,ford,Telstar,Automatic,1990,,Front,1998,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Automatic,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
56907,ford,Tempo,Automatic,1983,,Front,2307,4,in-line,,90,4700,170,2700,96,79.5,,Gasoline,,,Front,Automatic,,,1110,4480,1690,1340,2540,,,,,1,,Ford
56908,ford,Tempo,Diesel Automatic,1983,,Front,1998,4,in-line,,52,3600,112,2400,,,,Diesel,,,Front,Automatic,,,1110,4480,1690,1340,2540,,,,,1,,Ford
56909,ford,Tempo,Automatic,1984,,Front,2306,4,in-line,,90,4700,170,2700,96,79.5,,Gasoline,,,Front,Automatic,,,1105,4480,1690,1340,2540,,,,,1,,Ford
56910,ford,Tempo,2.3 Automatic,1985,,Front,2307,4,in-line,,101,4600,170,3200,,,,Gasoline,,,Front,Automatic,4,,1165,4480,1690,1340,2540,,,,,1,,Ford
56911,ford,Tempo,Automatic,1985,,Front,2307,4,in-line,,91,4700,170,2700,96,79.5,,Gasoline,,,Front,Automatic,4,,1105,4480,1690,1340,2540,,,,,1,,Ford
56912,ford,Tempo,Automatic,1986,,Front,2307,4,in-line,,90,4700,170,2700,96.1,79.5,,Gasoline,,,Front,Automatic,,,1105,4480,1690,1340,2540,,,,,1,,Ford
56913,ford,Tempo,2300 Automatic,1987,,Front,2307,4,in-line,,90,4700,170,2700,,,,Gasoline,,,Front,Automatic,,,1105,4480,1690,1340,2540,,,,,1,,Ford
56914,ford,Tempo,2.3 Automatic,1988,,Front,2307,4,in-line,,97,4400,176,2600,93.5,84,,Gasoline,,,Front,Automatic,4,,1105,4480,1690,1340,2540,,,,,1,,Ford
56915,ford,Tempo,3.0 Automatic,1992,,Front,2986,6,in-line,,131,4800,204,3250,,,,Gasoline,,,Front,Automatic,5,,1195,4480,1690,1340,2540,,,,,1,,Ford
56916,ford,Tempo,Automatic,1992,,Front,2307,4,in-line,,98,4200,171,2600,93.5,84,,Gasoline,,,Front,Automatic,4,,1165,4480,1690,1340,2540,,,,,1,,Ford
56917,ford,Tempo,Automatic,1993,,Front,2307,4,in-line,,97,4200,171,2600,93.6,84,,Gasoline,,,Front,Automatic,4,,1165,4480,1690,1340,2540,,,,,1,,Ford
56918,ford,Tempo,3.0 Automatic,1994,,Front,2986,6,in-line,,136,4800,203,3250,,,,Gasoline,,,Front,Automatic,5,,1195,4480,1690,1340,2540,,,,,1,,Ford
56919,ford,Tempo,Automatic,1994,,Front,2307,4,in-line,,97,4200,171,2600,93.5,84,,Gasoline,,,Front,Automatic,4,,1170,4480,1690,1340,2540,,,,,1,,Ford
57427,ford,Zodiac,Automatic,1963,,Front,2553,6,in-line,,109,4750,191,2900,82.6,79.5,,Gasoline,161,,Rear,Automatic,5,4,1270,4650,1770,1450,2780,,,,45,1,,Ford
57428,ford,Zodiac,Automatic,1964,,Front,2553,6,in-line,2,109,4750,191,2900,82.6,79.5,,Gasoline,161,,Rear,Automatic,5,4,1270,4650,1770,1450,2780,,,,45,1,,Ford
57429,ford,Zodiac,Automatic,1965,,Front,2553,6,in-line,2,109,4750,190,2900,82.6,79.5,8.3:1,Gasoline,,,Rear,Automatic,5,4,1270,4650,1770,1450,2780,,,,45,1,,Ford
59354,Ford,C-Max Energi,SEL 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),2014,Midsize Cars,,2000,4,Inline,4,188,,129,,,,12.3,Electric,,Not Available,Front Wheel Drive,Automatic,,4,1750,4409,,,,Not Available,100,Not Available,53,1,,Ford
59355,Ford,C-Max Hybrid,SE 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),2014,Large Cars,,2000,4,Inline,4,188,,129,,,,12.3,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1636,4409,,,,40,43,45,51,1,,Ford
59356,Ford,C-Max Hybrid,SEL 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),2014,Large Cars,,2000,4,Inline,4,188,,129,,,,12.3,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1636,4409,,,,40,43,45,51,1,,Ford
59357,Ford,Edge,SE 4dr SUV AWD (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,All Wheel Drive,Automatic,,4,1917,4679,,,,25,21,18,73,1,,Ford
59358,Ford,Edge,Limited 4dr SUV AWD (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,All Wheel Drive,Automatic,,4,1917,4679,,,,25,21,18,73,1,,Ford
59359,Ford,Edge,Sport 4dr SUV (3.7L 6cyl 6A),2014,Sport Utility Vehicles,,3700,6,V,4,305,,280,,,,10.5,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1942,4679,,,,26,22,19,69,1,,Ford
59360,Ford,Edge,SEL 4dr SUV (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1838,4679,,,,27,22,19,69,1,,Ford
59361,Ford,Edge,Limited 4dr SUV (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1838,4679,,,,27,22,19,69,1,,Ford
59362,Ford,Edge,Sport 4dr SUV AWD (3.7L 6cyl 6A),2014,Sport Utility Vehicles,,3700,6,V,4,305,,280,,,,10.5,Regular Unleaded,,Not Available,All Wheel Drive,Automatic,,4,2022,4679,,,,23,19,17,73,1,,Ford
59363,Ford,Edge,SEL 4dr SUV AWD (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,All Wheel Drive,Automatic,,4,1917,4679,,,,25,21,18,73,1,,Ford
59364,Ford,Edge,SE 4dr SUV (3.5L 6cyl 6A),2014,Sport Utility Vehicles,,3500,6,V,4,285,,253,,,,10.8,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1838,4679,,,,27,22,19,69,1,,Ford
59365,Ford,Escape,SE 4dr SUV AWD (1.6L 4cyl Turbo 6A),2014,Sport Utility Vehicles,,1600,4,Inline,4,173,,184,,,,10.1,Premium Unleaded (Recommended),,Not Available,All Wheel Drive,Automatic,,4,1671,4524,,,,30,25,22,57,1,,Ford
59366,Ford,Escape,Titanium 4dr SUV (1.6L 4cyl Turbo 6A),2014,Sport Utility Vehicles,,1600,4,Inline,4,173,,184,,,,10.1,Premium Unleaded (Recommended),,Not Available,Front Wheel Drive,Automatic,,4,1594,4524,,,,32,26,23,57,1,,Ford
59367,Ford,Escape,Titanium 4dr SUV AWD  (1.6L 4cyl Turbo 6A),2014,Sport Utility Vehicles,,1600,4,Inline,4,173,,184,,,,10.1,Premium Unleaded (Recommended),,Not Available,All Wheel Drive,Automatic,,4,1671,4524,,,,30,25,22,57,1,,Ford
59368,Ford,Escape,SE 4dr SUV (1.6L 4cyl Turbo 6A),2014,Sport Utility Vehicles,,1600,4,Inline,4,173,,184,,,,10.1,Premium Unleaded (Recommended),,Not Available,Front Wheel Drive,Automatic,,4,1594,4524,,,,32,26,23,57,1,,Ford
59369,Ford,Escape,S 4dr SUV (2.5L 4cyl 6A),2014,Sport Utility Vehicles,,2500,4,Inline,4,168,,170,,,,9.7,Regular Unleaded,,Not Available,Front Wheel Drive,Automatic,,4,1632,4524,,,,31,25,22,57,1,,Ford
59370,Ford,E-Series Van,E-150 3dr Ext Van (4.6L 8cyl 4A),2014,Cargo Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2463,6005,,,,16,15,13,125,1,,Ford
59371,Ford,E-Series Van,E-150 3dr Van (4.6L 8cyl 4A),2014,Cargo Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2400,5504,,,,16,15,13,125,1,,Ford
59372,Ford,E-Series Van,E-250 3dr Van (4.6L 8cyl 4A),2014,Cargo Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2410,5504,,,,16,15,13,125,1,,Ford
59373,Ford,E-Series Van,E-250 3dr Ext Van (4.6L 8cyl 4A),2014,Cargo Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2477,6005,,,,16,15,13,125,1,,Ford
59374,Ford,E-Series Van,E-350 Super Duty 3dr Van (5.4L 8cyl 4A),2014,Cargo Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2541,5504,,,,16,13,12,125,1,,Ford
59375,Ford,E-Series Van,E-350 Super Duty 3dr Ext Van (5.4L 8cyl 4A),2014,Cargo Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2599,6005,,,,16,13,12,125,1,,Ford
59376,Ford,E-Series Wagon,E-150 XLT 3dr Van (4.6L 8cyl 4A),2014,Passenger Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2611,5504,,,,16,14,13,125,1,,Ford
59377,Ford,E-Series Wagon,E-350 Super Duty XLT 3dr Ext Van (5.4L 8cyl 4A),2014,Passenger Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,3012,6012,,,,15,13,11,125,1,,Ford
59378,Ford,E-Series Wagon,E-350 Super Duty XL 3dr Van (5.4L 8cyl 4A),2014,Passenger Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2830,5504,,,,15,13,11,125,1,,Ford
59379,Ford,E-Series Wagon,E-350 Super Duty XLT 3dr Van (5.4L 8cyl 4A),2014,Passenger Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2830,5504,,,,15,13,11,125,1,,Ford
59380,Ford,E-Series Wagon,E-350 Super Duty XL 3dr Ext Van (5.4L 8cyl 4A),2014,Passenger Vans,,5400,8,V,2,255,,350,,,,9.1,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,3012,6012,,,,15,13,11,125,1,,Ford
59381,Ford,E-Series Wagon,E-150 XL 3dr Van (4.6L 8cyl 4A),2014,Passenger Vans,,4600,8,V,2,225,,286,,,,9.4,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,3,2611,5504,,,,16,14,13,125,1,,Ford
59382,Ford,Expedition,EL XLT 4dr SUV (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,4,2651,5621,,,,20,16,14,127,1,,Ford
59383,Ford,Expedition,XL Fleet 4dr SUV 4WD (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Four Wheel Drive,Automatic,,4,2622,5245,,,,18,15,13,106,1,,Ford
59384,Ford,Expedition,EL King Ranch 4dr SUV (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,4,2651,5621,,,,20,16,14,127,1,,Ford
59385,Ford,Expedition,XLT 4dr SUV 4WD (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Four Wheel Drive,Automatic,,4,2622,5245,,,,18,15,13,106,1,,Ford
59386,Ford,Expedition,EL XL Fleet 4dr SUV (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,4,2651,5621,,,,20,16,14,127,1,,Ford
59387,Ford,Expedition,EL Limited 4dr SUV (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Rear Wheel Drive,Automatic,,4,2651,5621,,,,20,16,14,127,1,,Ford
59388,Ford,Expedition,King Ranch 4dr SUV 4WD (5.4L 8cyl 6A),2014,Sport Utility Vehicles,,5400,8,V,3,310,,365,,,,9.8,Flex-Fuel (Unleaded/E85),,Not Available,Four Wheel Drive,Automatic,,4,2622,5245,,,,18,15,13,106,1,,Ford
