model_id,model_make_id,model_name,model_trim,model_year,model_body_style,model_engine_position,model_engine_cc,model_engine_num_cyl,model_engine_type,mode_engine_valves_per_cyl,model_engine_power_ps,model_engine_power_rpm,model_engine_torque_nm,model_engine_torque_rpm,model_engine_bore_mm,model_engine_stroke_mm,model_engine_compression,model_engine_fuel,model_top_speed_kph,model_0_to_100_kph,model_drive,model_transmission_type,model_seats,model_doors,model_weight_kg,model_length_mm,model_width_mm,model_height_mm,model_wheelbase,model_lkm_hwy,model_lkm_mixed,model_lkm_city,model_fuel_cap_l,model_sold_in_us,model_co2,model_make_display
14280,ford,Mustang,2.3,1990,Coupe,Front,2301,4,in-line,2,106,4600,183,2600,96,79.5,9.5:1,Gasoline,,,Rear,,4,2,1260,4560,1760,1330,2560,,,,45,1,,Ford
14281,ford,Tempo,Diesel,1983,,Front,1998,4,in-line,,52,3600,112,2400,,,,Diesel,,,Front,Manual,,,1110,4480,1690,1340,2540,,,,,1,,Ford
14282,ford,Galaxy,1.9 TDI Trend,2005,Minivan,Front,1896,4,in-line,2,130,4000,311,1900,79.5,95.5,,Diesel,188,12.8,Front,Manual,5,5,1683,4650,1820,1830,2720,,6.5,,70,0,,Ford
14283,ford,Capri,III,1982,Coupe,Front,1297,4,in-line,,,,,,,,,Gasoline,,,Rear,Manual,4,2,995,4380,1710,1370,2570,,,,,1,,Ford
14284,ford,Capri,,1980,Coupe,Front,1298,4,in-line,,54,5500,85,3000,79,66,,Gasoline,,,Rear,Manual,4,2,996,4380,1700,1330,2570,,,,,1,,Ford
14285,ford,Crown Victoria,,1982,Sedan,Front,4185,8,in-line,,120,3800,262,2200,,,,Gasoline,,,Rear,Automatic,5,4,1630,5320,1980,1390,2910,,,,,1,,Ford
14286,ford,Econoline,,2004,Van,Front,4195,6,in-line,,200,4700,338,2700,,,,Gasoline,,,Rear,,,,2325,5390,2020,2060,3510,,,,,1,,Ford
14287,ford,Taunus,,1949,,Front,1172,4,in-line,2,34,,,,,,,Gasoline,,,Rear,Manual,5,,830,4110,1490,1610,2390,,,,,1,,Ford
14288,ford,Cortina,,1982,,Front,1294,4,in-line,,61,5750,92,3500,81,63,9.2:1,Gasoline,,,Rear,Manual,5,4-Feb,1000,4350,1710,1370,2590,,,,54,1,,Ford
14289,ford,Bronco II,,1986,SUV,Front,2934,6,in-line,,,,,,,,,Gasoline,,,,,4,,1450,4030,1730,,2400,,,,,1,,Ford
14290,ford,Freestar,Cargo Van,2006,Minivan,Front,3900,6,V,4,197,4500,330,3750,96.5,87.9,9.3:1,Gasoline,,,Front,Automatic,2,4,1855,5110,1950,1750,3070,9.8,11.8,13.1,98,1,,Ford
14291,ford,Falcon,3.9,1988,Sedan,Front,3949,6,in-line,,163,4250,311,3250,,,,Gasoline,,,Rear,Manual,,,1430,4820,1860,1410,2800,,,,,0,,Ford
14292,ford,F-250,,1998,Pickup,Front,5407,8,V,,260,4500,474,2500,,,,Gasoline,,,4WD,Automatic,5,,2350,5760,2040,1940,3490,,,,,1,,Ford
14293,ford,Ka,1.3 Royal,2003,Hatchback,Front,1299,4,in-line,2,70,5600,106,3000,74,75.5,10.0:1,Gasoline - Premium,167,14.1,Front,Manual,4,3,962,3630,1650,1420,2450,,6,,40,0,,Ford
14294,ford,Galaxy,2,2007,Minivan,Front,1999,4,in-line,4,145,6000,185,4500,87.5,83.1,10.8:1,Gasoline - Premium,194,11.2,Front,Manual,5,5,1110,4830,1890,1770,2490,,8.4,,70,0,,Ford
14295,ford,Capri,,1975,Coupe,Front,1298,4,in-line,,56,5500,87,3000,79,66,8.0:1,Gasoline,,,Rear,,2,2,1010,4290,1710,1360,2560,,,,,1,,Ford
14296,ford,F-350,SD SuperCab,2008,Pickup,Front,5400,8,V,3,304,5000,495,3750,,,9.8:1,Gasoline,,,Front,Manual,6,5,1110,5890,2040,1950,3610,,5.3,,115,1,,Ford
14297,ford,F-150,,2006,Pickup,Front,4195,6,V,,205,4350,354,3750,96.8,95,,Gasoline,,,4WD,Manual,3,2,1715,5370,2010,1880,3210,11.8,13.8,14.7,98,1,,Ford
14298,ford,Sierra,1.6 Ghia,1984,,Front,1593,4,in-line,,76,4800,123,2900,87.7,66,9.5:1,,166,,Rear,Manual,5,5,1040,4430,1730,1370,2610,,,,60,0,,Ford
14299,ford,Territory,4.0 TX Automatic,2006,Crossover,Front,3984,,,4,247,5000,380,3250,92.3,99.3,9.7:1,Gasoline,180,9.6,Rear,Automatic,5,5,1224,4670,,1350,2580,,13.1,,76,0,,Ford
14300,ford,Cougar,2.5,1999,Coupe,Front,2544,6,in-line,4,170,6250,220,4250,,,,Gasoline,,,Front,Manual,,2,1410,4710,1770,1330,2710,,,,,0,,Ford
14301,ford,Focus,1.4 Trend,2008,Sedan,Front,1388,4,in-line,4,80,5000,125,3500,76,76.5,,Gasoline - Premium,171,15.2,Front,Manual,5,4,1171,4390,1710,1490,2620,,6.7,,55,1,,Ford
14302,ford,Fairlane,,2005,,Front,3984,6,in-line,,228,5000,370,3500,92.3,99.3,9.6:1,Gasoline,,,Rear,Automatic,5,,1705,5150,1880,1450,2920,,,,,1,,Ford
14303,ford,Focus,SVT,2004,Sedan,Front,1989,4,in-line,4,173,6000,197,,85,88,10.2:1,,,,Front,,5,4,1247,4280,1710,1440,2730,8.4,10.2,11.2,50,1,,Ford
14304,ford,Taurus,,1997,Sedan,Front,2962,6,V,,,,,,,,,Gasoline,,,Front,,5,4,,5030,1860,1430,2760,,,,,1,,Ford
14305,ford,Granada,,1975,,Front,3272,6,in-line,,75,3200,197,2000,,,,Gasoline,,,Rear,,5,,1500,5030,1890,1360,2800,,,,,1,,Ford
14306,ford,Explorer,Sport Track,2003,SUV,Front,4014,6,V,2,213,5250,335,3000,100.4,84.4,9.7:1,Gasoline,,,4WD,Manual,5,5,1939,5240,1830,1790,3490,11.8,11.8,15.7,85,1,,Ford
14307,ford,Maverick,3.3,1977,,Front,3272,6,in-line,,84,3800,205,1800,,,,Gasoline,,,Rear,,5,,1260,4840,1800,1360,2800,,,,,1,,Ford
14308,ford,Mustang,Coupe,2007,Coupe,Front,4016,6,V,2,210,5250,323,3000,100.3,84.3,9.7:1,Gasoline,,,Rear,Manual,4,2,1715,4770,1880,1410,2730,8.4,10.7,12.4,61,1,,Ford
14309,ford,Cortina,1.6 Super Estate,1963,,Front,1558,4,in-line,,50,,85,,81.1,77.6,9.0:1,,,,Rear,Manual,5,5,1223,4310,1650,1400,2500,,,,36,1,,Ford
14310,ford,Escape,XLT 3.0 4WD,2006,SUV,Front,2997,6,V,4,203,6000,262,4850,89,80,10.0:1,,,,4WD,,5,5,1220,4450,1790,1780,2630,10.2,11.2,12.4,62,1,,Ford
14311,ford,Ranger,,1989,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Manual,,,,4690,,,,,,,,1,,Ford
14312,ford,Contour,Clipper,1996,Sedan,Front,1989,4,in-line,,131,6000,180,4000,84.8,88,,Gasoline,,,Front,,5,4,1242,4680,1760,1400,2710,,,,,1,,Ford
14313,ford,LTD,II S Hardtop,1979,,Front,4942,8,V,,135,3400,332,1600,101.6,76.2,8.4:1,,,,Rear,Automatic,5,2,1686,5520,2000,1340,2900,,,,80,1,,Ford
14314,ford,Focus,2.0 Coupe Cabriolet,2009,Convertible,Front,1999,4,in-line,4,145,6000,185,4500,87.5,83.1,10.8:1,Gasoline - Premium,208,10.3,Front,Manual,4,2,1525,4520,1840,1460,2650,,7.5,,55,1,,Ford
14315,ford,Scorpio,2.5 D Clipper,1992,,Front,2497,4,in-line,,,,,,,,,Diesel,,,Rear,Manual,5,,,4670,1770,1440,2770,,,,,0,,Ford
14316,ford,Five Hundred,SEL,2005,Sedan,Front,2967,6,V,4,206,6000,281,4500,89,79,10.0:1,,,,Front,Automatic,5,4,1680,5100,1900,1530,2760,8.1,9.8,11.2,72,1,,Ford
14317,ford,Galaxy,1.9 TDI Viva,2005,Minivan,Front,1896,4,in-line,2,115,4000,320,1900,79.5,95.5,18.0:1,Diesel,181,13.7,Front,Manual,5,5,1741,4650,1820,1800,2870,,6.6,,70,0,,Ford
14318,ford,Zodiac,,1956,,Front,2552,6,in-line,2,77,4400,187,2000,,,,Gasoline,136,,Rear,,5,,1192,4600,1760,1590,2720,,,,,1,,Ford
14319,ford,Fairlane,,1989,,Front,3949,6,in-line,,189,4250,338,3500,,,,Gasoline,,,Rear,Automatic,5,,1560,5030,1860,1430,2930,,,,,1,,Ford
14320,ford,Mondeo,2.0 TDCi Ambiente,2007,Sedan,Front,1998,4,in-line,4,116,4000,280,1900,86,86,18.0:1,Diesel,197,10.8,Front,Manual,5,4,1484,4740,1820,1420,2760,,5.7,,59,0,,Ford
14321,ford,Escort,Cabriolet,1995,Convertible,Front,1391,4,in-line,,75,5600,114,2750,,,,Gasoline,,,Front,Manual,5,,1176,4140,1710,1400,,,,,,1,,Ford
14322,ford,Ka,1.3,2005,Hatchback,Front,1297,4,in-line,2,70,5600,106,3000,74,75.5,10.0:1,Gasoline - Premium,167,14.1,Front,Manual,4,3,962,3630,1650,1420,2450,,6,,40,0,,Ford
14323,ford,Fiesta,,1992,,Front,999,4,in-line,,,,,,,,,Gasoline,,,Front,,5,,,3750,1610,1330,2450,,,,,0,,Ford
14324,ford,Sierra,2.3 GL Automatic,1984,,Front,2294,6,V,,116,5300,176,3000,90,60.1,9.0:1,,,,Rear,Automatic,5,3,1115,4420,1730,1420,2610,,,,60,0,,Ford
14325,ford,Ka,1.3 Ambiente,2008,Hatchback,Front,1297,4,in-line,2,,,106,3000,74.1,75.5,10.2:1,Gasoline,,13.7,Front,Manual,4,3,887,3630,1830,1360,2450,,8.9,,40,0,,Ford
14326,ford,Escape,3,2000,SUV,Front,2967,6,in-line,4,203,6000,272,4750,89,79.5,,Gasoline,,,4WD,Automatic,5,5,1572,4400,1790,1730,2630,,,,61,1,,Ford
14327,ford,Mondeo,ST 220 Turnier,2004,Station Wagon,Front,2983,6,V,4,227,6150,180,4900,89,79.5,10.0:1,Gasoline - Premium,241,7.8,Front,Manual,5,5,1539,4810,1820,1430,2760,,10.6,,59,0,,Ford
14328,ford,Excursion,Eddie Bauer 5.4,2005,SUV,Front,5408,8,V,2,259,6000,475,,90.1,106,9.0:1,,,,4WD,,8,4,3016,5760,2040,1970,3490,,,,167,1,,Ford
14329,ford,Mustang,Bullitt,2000,Coupe,Front,4600,8,V,2,274,6000,414,,,,9.4:1,,,,Rear,Manual,4,2,1208,4620,1830,1350,2580,,,,,1,,Ford
14330,ford,Ikon,,2005,Sedan,Front,1299,4,in-line,2,57,5000,100,3500,74,75.5,,Gasoline,,,Front,Manual,5,4,980,4150,1700,1380,2490,,,,45,0,,Ford
14331,ford,Edge,Limited,2008,Crossover,Front,3496,6,V,4,269,6250,339,4500,,,,,,,Front,Automatic,5,5,1110,4720,1930,1710,2830,10,6.3,14.9,72,1,,Ford
14332,ford,Mustang,Mach 1,2004,Coupe,Front,4605,8,V,4,309,6000,434,,90.1,90,10.1:1,,,,Rear,,4,2,1574,4660,1860,1340,2580,9.1,11.8,13.8,59,1,,Ford
14333,ford,Falcon,4.9,1993,Sedan,Front,4941,8,in-line,,272,5250,420,4000,,,,Gasoline,,,Rear,Manual,5,,1645,4820,1860,1410,2800,,,,,0,,Ford
14334,ford,Taunus,Station Wagon,1978,Station Wagon,Front,1294,4,in-line,,,,,,,,,Gasoline,,,Rear,Manual,4,5,930,4450,1720,1330,2580,,,,,1,,Ford
14335,ford,Taunus,Turnier,1976,,Front,1294,4,in-line,,54,5500,91,3000,79,66,8.0:1,Gasoline,,,Rear,Manual,5,3,1145,4450,1720,1360,2590,,,,94,1,,Ford
14336,ford,Capri,1500,1969,Coupe,Front,1499,4,V,,75,5000,126,3200,90,58.9,9.0:1,,145,,Rear,Manual,4,2,975,4270,1650,1340,2570,,,,,1,,Ford
14337,ford,Versailles,,1998,,Front,1781,4,in-line,,93,5500,144,3500,,,,Gasoline,,,Front,Manual,5,,,4570,1710,1430,2560,,,,,0,,Ford
14338,ford,Maverick,2.3,2009,,Front,2288,4,in-line,4,150,5300,200,4000,,,10.0:1,Gasoline - Premium,171,11.5,4WD,Manual,5,5,1518,4420,1830,1780,2630,,9.9,,62,0,,Ford
14339,ford,Edge,SE,2007,Crossover,Front,3496,6,V,4,269,6250,340,4500,,,,,,,Front,Automatic,5,5,,4720,1930,1710,2830,9.4,11.2,13.1,72,1,,Ford
14340,ford,Escort,Station Wagon,1992,Station Wagon,Front,1859,4,in-line,,89,4400,146,3800,,,,Gasoline,,,Front,,5,,1095,4360,1700,1370,2510,,,,,1,,Ford
14341,ford,S-Max,2.0 TDCi,2006,Minivan,Front,1997,4,in-line,4,131,4000,320,1750,85,88,18.0:1,Diesel,191,10.9,Front,Manual,5,5,1743,4770,1890,1660,2860,,6.4,,70,0,,Ford
14342,ford,Windstar,,1994,Minivan,Front,3000,6,V,,,,,,,,,Gasoline,,,Front,,,,1690,5120,1920,,,,,,,1,,Ford
14343,ford,E-150,,2008,Van,Front,4605,8,V,2,228,4800,388,3500,90,90,9.3:1,Gasoline,,,Front,Automatic,8,5,1110,5520,2020,2060,3510,12.4,14.7,15.7,132,1,,Ford
14344,ford,Mustang,Convertible,1995,Convertible,Front,4942,8,V,,215,4000,,,,,,Gasoline,,,Rear,Manual,4,2,1470,4660,1860,1360,2580,,,,,1,,Ford
14345,ford,Ranger,2200 XL,2005,Pickup,Front,2184,4,in-line,3,105,5000,172,3500,,,8.6:1,,,,Rear,Manual,2,2,1323,,,,2990,,,,80,1,,Ford
14346,ford,Focus,1.4 16V Ambiente,2006,,Front,1387,4,in-line,4,80,5000,124,3500,76,76.5,11.0:1,Gasoline - Premium,171,15.2,Front,Manual,5,5-Mar,1150,4300,1710,1490,2620,,6.7,,55,1,,Ford
14347,ford,Torino,Station Wagon Automatic,1972,Station Wagon,Front,6555,8,V,,170,4200,403,2200,101.7,101.6,8.4:1,,,,Rear,Automatic,5,5,1992,5380,2010,1400,3000,,,,76,1,,Ford
14348,ford,Falcon,,1978,Sedan,Front,3273,6,in-line,,131,4600,263,2000,,,,Gasoline,,,Rear,,5,,1380,4870,1910,1390,2830,,,,,0,,Ford
14349,ford,Focus,Clipper,1999,Sedan,Front,1387,4,in-line,4,74,5300,125,3500,76,76.5,11.0:1,Gasoline,,,Front,Manual,5,4,1190,4450,1710,1490,2620,,,,55,1,,Ford
14350,ford,Sierra,Cosworth RS500,1987,,Front,1993,4,in-line,,227,6000,285,4500,90.8,77,8.0:1,,248,,Rear,Manual,5,3,1207,4430,1730,1430,2540,,,,,0,,Ford
14351,ford,Fairlane,4.9,1967,,Front,4942,8,in-line,,143,4600,,,,,,Gasoline,,,Rear,,,,1404,5110,,,2960,,,,,1,,Ford
14352,ford,Five Hundred,,2007,Sedan,Front,2983,6,V,4,224,6250,278,4800,89,78.7,9.9:1,Gasoline,,,Front,Automatic,5,4,,5100,1900,1530,2870,,,,72,1,,Ford
14353,ford,Anglia,,1960,,Front,997,4,in-line,2,35,5000,70,2700,,,8.9:1,Gasoline,,,Rear,Manual,,2,737,3910,1470,1450,2310,,,,45,1,,Ford
14354,ford,Explorer,,2003,SUV,Front,3994,6,in-line,,160,4200,305,2750,,,,Gasoline,,,4WD,Manual,5,5,1950,4850,1790,1730,2840,,,,,1,,Ford
14355,ford,Escape,Hybrid 4WD,2006,SUV,Front,2261,4,in-line,,157,5000,168,4250,,,,Gasoline / Electric Hybrid,,,4WD,,5,5,1715,4450,1790,1790,2630,8.1,7.6,7.1,57,1,,Ford
14356,ford,Escape,Limited 4WD V6,2009,SUV,Front,2976,6,V,4,173,6550,302,4300,87.5,83.1,9.0:1,Gasoline,,,4WD,Automatic,5,5,966,4440,1810,1730,2630,9.8,11.8,13.8,62,1,,Ford
14357,ford,Mustang,,1969,Coupe,Front,3273,6,in-line,,122,4000,257,2200,,,8.7:1,,156,,Rear,Manual,4,2,1416,4770,1830,1290,2750,,,,,1,,Ford
14358,ford,Territory,4.0 TX Automatic,2008,Crossover,Front,3984,,,4,,,380,3250,92.3,99.3,9.7:1,Gasoline,180,9.6,Rear,Automatic,5,5,2016,4860,1720,1900,2850,,13.1,,76,0,,Ford
14359,ford,Thunderbird,,1969,,Front,7029,8,V,,360,4000,300,4000,,,10.5:1,Gasoline,,,Rear,Automatic,2,2,,,,,2900,14.7,,29.4,91,1,,Ford
14360,ford,Mustang,,1992,Coupe,Front,2302,4,in-line,,107,4600,183,2600,96,79.5,9.5:1,,,,Rear,Manual,4,2,,4560,1760,1330,2560,,,,,1,,Ford
14361,ford,Transit Connect,,2005,Panel Van,Front,1795,4,in-line,4,116,5750,160,4400,80.6,88,,Gasoline,,,Front,,5,,1280,4280,1800,1820,2670,,,,,1,,Ford
14362,ford,Granada,2.5 D MK III,1981,,Front,2499,4,in-line,,69,4200,148,2000,94.1,90,23.0:1,Diesel,,,Rear,Manual,,,1370,4780,1810,1430,2780,,,,,1,,Ford
14363,ford,Contour,2.5,1997,Sedan,Front,2544,6,V,4,203,6700,231,5625,,,10.0:1,Gasoline,,,Front,Manual,5,4,1390,4680,1760,1380,2710,,,,55,1,,Ford
14364,ford,Equator,Concept,2000,Pickup,Front,1787,,,,130,5500,160,,,,,,,,,Automatic,4,,1208,,,,3260,,,,,0,,Ford
14365,ford,Ranger,3.0 Regular Cab,2006,Pickup,Front,2983,6,V,2,150,4900,244,3950,88.9,78.7,9.3:1,Gasoline,,,4WD,,3,5,1715,4790,1770,1690,2840,10.2,11.8,13.1,64,1,,Ford
14366,ford,Escort,,1970,,Front,1098,4,in-line,,39,5300,68,3000,,,,Gasoline,,,Rear,Manual,5,,805,3990,1580,1360,2400,,,,,1,,Ford
14367,ford,Galaxy,2.3 16V Ambiente,2006,Minivan,Front,2295,4,in-line,4,145,5500,203,2500,89.6,91,10.0:1,Gasoline - Premium,196,12.3,Front,Manual,5,5,1725,4650,1820,1800,2840,,10.3,,70,0,,Ford
14368,ford,Escape,Limited FWD V6,2009,SUV,Front,2976,6,V,4,173,6550,303,4300,87.5,83.1,,Gasoline,,,Front,Automatic,5,5,1022,4440,1810,1730,2630,9.1,11.2,13.1,62,1,,Ford
14369,ford,Mustang,4.7,1967,Coupe,Front,4733,8,V,,220,4800,,,,,,Gasoline,,,Rear,,4,2,1165,4620,1740,1310,2750,,,,68,1,,Ford
14370,ford,Ka,1.3 Royal,2007,Hatchback,Front,1298,4,in-line,2,70,5600,106,3000,74,75.5,10.0:1,Gasoline - Premium,167,14.1,Front,Manual,4,3,962,3630,1650,1420,2450,,6,,40,0,,Ford
14371,ford,Escort,Station Wagon,1975,Station Wagon,Front,939,4,in-line,,46,6000,61,4500,,,,Gasoline,,,Rear,Manual,5,4,910,4060,1570,1400,2410,,,,53,1,,Ford
14372,ford,Royale,Station,1993,Station Wagon,Front,1984,4,in-line,,111,5600,173,3000,86,86,,Gasoline,,,Front,Manual,4,5,,4610,1710,1420,2560,,,,,0,,Ford
14373,ford,12 M,Kombi,1953,,Front,1172,4,in-line,2,38,4250,,,,,,Gasoline,,,Rear,Manual,5,,,4070,1590,1620,,,,,,1,,Ford
14374,ford,17,M,1968,,Front,1498,4,in-line,2,60,4500,112,2400,82,70.9,8.3:1,Gasoline,,,Rear,,5,2,1056,4460,1760,1450,2710,,,,55,1,,Ford
14375,ford,Consul,1700,1957,,Front,1701,4,in-line,2,52,4400,127,2300,82.6,79.5,,Gasoline,,,Rear,Manual,5,2,1080,4380,1750,1570,2660,,,,47,1,,Ford
14376,ford,Ikon,1.3i L,2007,Sedan,Front,1297,4,in-line,2,75,5500,110,2500,74,75.5,10.2:1,Gasoline,171,14.5,Front,Manual,5,4,1045,4150,1640,1390,1050,,9.8,,48,0,,Ford
14377,ford,Escort,1300 Estate,1968,Coupe,Front,1298,4,in-line,,65,5700,101,2500,81,63,,Gasoline,,,Rear,Manual,5,2,871,4090,1570,1360,2400,,,,41,1,,Ford
14378,ford,Ranger,2.2 XL,2006,Pickup,Front,2184,4,in-line,,105,5000,174,3500,,,8.6:1,Gasoline,,,Rear,Manual,2,2,2856,4670,,2120,2990,,15.7,,80,1,,Ford
14379,ford,17,M,1969,,Front,1498,4,in-line,2,60,4800,113,2400,81,72.7,,Gasoline,,,Rear,,5,2,1075,4730,1760,1480,2710,,,,87,1,,Ford
14380,ford,Freestar,Wagon SE,2006,Minivan,Front,3802,6,V,,197,4500,330,3750,,,,,,,Front,Automatic,7,4,1443,5110,1950,1800,3070,9.8,11.8,13.1,98,1,,Ford
14381,ford,Galaxy,,2000,Minivan,Front,1999,4,in-line,2,115,5700,180,2300,86,86,10.0:1,Gasoline,,,Front,Manual,,5,1590,4620,1820,1740,2830,,,,70,0,,Ford
14382,ford,Thunderbird,6.6,1961,,Front,6638,8,V,2,344,4800,,,,,,Gasoline,,,Rear,,,2,1875,5210,1930,1340,2880,,,,50,1,,Ford
14383,ford,Escape,,2008,SUV,Front,2294,4,in-line,,155,5800,206,4250,87.4,94,9.7:1,Gasoline,,,Front,Manual,5,5,,4440,1810,1730,2630,,,,114,1,,Ford
14384,ford,Galaxy,1.9 TDI Viva,2004,Minivan,Front,1983,4,in-line,2,120,4000,326,1900,79.5,95.5,,Diesel,,13.7,Front,Manual,,5,1741,4650,1820,1800,2840,,6.6,,70,0,,Ford
14385,ford,Focus,Turnier 1.8 TDCi Ambiente,2007,,Front,1753,4,in-line,2,115,3800,251,1850,82.5,82,,Diesel,190,10.9,Front,Manual,5,5,1311,4460,1710,1540,2620,,5.3,,55,1,,Ford
14386,ford,Telstar,,1982,,Front,1998,4,in-line,,96,5000,158,3500,,,,Gasoline,,,Front,Manual,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
14387,ford,Ranchero,,1968,Pickup,Front,7022,8,V,2,360,4600,651,2800,110.8,91.2,10.5:1,Gasoline,,,Rear,,5,,1565,5240,1930,1360,2900,,,,,1,,Ford
14388,ford,Scorpio,2.5 D,1997,,Front,2499,4,in-line,,125,4200,293,2200,,,,Diesel,,,Rear,,5,,1556,4830,1880,1450,,,,,,0,,Ford
14389,ford,Fiesta,,2002,Hatchback,Front,1299,4,in-line,2,60,5000,99,2500,,,10.0:1,Gasoline,,,Front,Manual,,3,1120,3920,1690,1420,2490,,,,45,0,,Ford
14390,ford,Mustang,2.3,1992,Coupe,Front,2301,4,in-line,2,106,4600,183,2600,96,79.5,9.5:1,Gasoline,,,Rear,,4,2,1275,4560,1760,1330,2620,,,,45,1,,Ford
14391,ford,Fiesta,1.4,2006,Hatchback,Front,1388,4,in-line,4,80,5700,124,3500,,,11.0:1,Gasoline - Premium,161,13.2,Front,Manual,5,3,1105,3920,1690,1440,2490,,6.4,,45,0,,Ford
14392,ford,17,M,1970,,Front,1498,4,in-line,,60,4800,112,2400,,,,Gasoline,,,Rear,,,2,1075,4730,1760,1450,2710,,,,87,1,,Ford
14393,ford,Ranger,,2001,Pickup,Front,2300,4,in-line,,130,6000,203,,,,,Gasoline,,,4WD,Manual,2,,1720,4770,1770,1740,3010,,,,,1,,Ford
14394,ford,Focus,2.0 SES,2008,,Front,1999,4,in-line,4,142,6000,184,4250,87.5,83.1,,Gasoline - Premium,,,Front,Manual,5,5,1107,4450,2000,1490,2620,6.7,5.3,9.8,51,1,,Ford
14395,ford,Ranger,1800,2005,Pickup,Front,1758,4,in-line,2,87,5300,137,3500,,,8.6:1,,,,Rear,Manual,2,2,1212,,,,2990,,,,80,1,,Ford
14396,ford,Focus,,1993,,Front,1994,4,in-line,4,230,6250,305,3500,90.8,77,,Gasoline,,,Front,Manual,,,,4140,1800,1230,,,,,,1,,Ford
14397,ford,F-350,SD SuperCab,2009,Pickup,Front,5398,8,V,3,304,5000,495,3750,,,9.4:1,Gasoline,,,Rear,Manual,5,2,966,5890,2040,1950,3610,,6.7,,115,1,,Ford
14398,ford,F-350,SD Crew Cab,2006,Pickup,Front,6801,10,V,3,367,4750,621,3250,90,106,,Gasoline,,,4WD,,6,4,1208,6240,2430,1980,3970,,6.1,,110,1,,Ford
14399,ford,Scorpio,2.5 D Clipper,1995,,Front,2499,4,in-line,,116,4200,270,2200,,,,Diesel,,,Rear,Manual,5,,1607,4830,1880,1440,,,,,,0,,Ford
14400,ford,Consul,Cortina,1963,,Front,1198,4,in-line,2,46,4800,85,2700,81.1,58.2,9.0:1,Gasoline,,,Rear,Manual,5,4,782,4280,1600,1450,2500,,,,45,1,,Ford
14401,ford,Escort,Cabriolet,1986,Convertible,Front,1296,4,in-line,2,,,,,,,,Gasoline,,,Front,Manual,5,,,4070,1650,1320,2410,,,,,1,,Ford
14402,ford,Mustang,SR,1997,Coupe,Front,4600,8,V,,,,678,,,,,,,,Rear,Manual,4,2,936,4620,1830,,2580,,,,,1,,Ford
14403,ford,Monarch,,1979,,Front,4122,6,V,,,,,,,,,Gasoline,,,Rear,Automatic,4,,1460,5030,1900,1360,2800,,,,,1,,Ford
14404,ford,Fiesta,1.6 TDCi Ambiente,2006,Hatchback,Front,1594,4,in-line,4,101,,146,,79,81.4,11.0:1,Diesel,,,Front,,5,5,,4670,,1760,2490,,,,45,0,,Ford
14405,ford,Orion,1.6 L Automatic,1986,Sedan,Front,1597,4,in-line,,91,5800,133,4800,80,79.5,9.5:1,,174,,Front,Automatic,5,4,930,4220,1650,1400,2410,,,,,1,,Ford
14406,ford,Escort,RS 1800,1975,,Front,1845,4,in-line,,117,6000,163,4000,86.8,77.6,,,179,,Rear,Manual,5,,914,3980,1600,1370,2410,,,,,1,,Ford
14407,ford,Taunus,2.0 Turnier,1976,,Front,1993,6,V,,90,5000,149,3000,,,,Gasoline,,,Rear,Manual,4,,1115,4450,1720,1360,2590,,,,,1,,Ford
14408,ford,Mustang,,1997,Coupe,Front,3795,6,V,2,145,4000,298,2750,96.8,86,,Gasoline,,,Rear,Manual,4,2,1390,4660,1860,1360,2580,,,,,1,,Ford
14409,ford,Fairlane,4.1,1983,,Front,4093,6,in-line,,150,3800,326,2800,93.5,99.3,,Gasoline,,,Rear,Manual,,,1630,5020,1870,1400,2950,,,,,1,,Ford
14410,ford,Focus,2.0 SES Coupe,2008,Coupe,Front,1999,4,in-line,4,142,6000,184,4250,87.6,83.1,10.8:1,Gasoline - Premium,,,Front,Manual,5,5,1107,4450,2000,1490,2620,6.7,5.3,9.8,51,1,,Ford
14411,ford,Escort,1.8 Estate Diesel,1986,Station Wagon,Front,1753,4,in-line,,60,4600,110,2500,82.5,82,21.5:1,,148,,Front,Manual,5,5,945,4090,1650,1400,2410,,,,45,1,,Ford
14412,ford,Escort,Turnier,1980,,Front,939,4,in-line,,46,6000,60,4500,,,,Gasoline,,,Rear,Manual,5,,875,3980,1600,1390,2410,,,,,1,,Ford
14413,ford,S-Max,2.0 TDCi,2007,Minivan,Front,1997,4,in-line,4,140,4000,320,1750,85,88,18.0:1,Diesel,196,10.2,Front,Manual,5,5,1743,4770,1890,1660,2860,,6.4,,70,0,,Ford
14414,ford,Mondeo,2,2002,Station Wagon,Front,1998,4,in-line,4,146,6150,176,4500,87.5,83.1,,Gasoline,210,,Front,Manual,5,5,1283,4740,1820,1440,2620,,6.1,,53,0,,Ford
14415,ford,Taunus,1.3 Station Wagon,1979,Station Wagon,Front,1294,4,in-line,,,,,,,,,Gasoline,,,Rear,Manual,4,5,930,4450,1720,1330,2580,,,,,1,,Ford
14416,ford,Focus,1.8 Turnier Viva,2008,,Front,1796,4,in-line,4,115,5500,160,4400,80.6,88,10.0:1,Gasoline - Premium,198,10.6,Front,Manual,5,5,1242,4460,1710,1540,2620,,7.7,,55,1,,Ford
